OTU_id	DP001	DP002	DP003	DP004	DP005	DP006	DP007	DP008	DP009	DP011	DP012	DP013	DP014	DP017	DP018	DP019	DP020	DP021	DP022	DP024	DP025	DP026	DP027	DP028	DP029	DP030	DP031	DP032	DP035	DP037	DP038	DP039	DP040	DP041	DP042	DP043	DP045	DP046	DP047	DP048	DP049	DP050	DP052	DP053	DP054	DP055	DP057	DP058	DP060	DP061	DP063	DP064	DP065	DP066	DP067	DP068	DP069	DP070	DP071	DP072	DP073	DP074	DP075	DP077	DP078	DP079	DP080	DP081	DP082	DP083	DP084	DP086	DP087	DP088	DP090	DP091	DP092	DP094	DP095	DP096	DP098	DP100	DP101	DP103	DP104	DP107	DP108	DP109	DP110	DP111	DP112	DP114	DP115	DP116	DP117	DP119	DP120	DP121	DP122	DP123	DP124	DP127	DP130	DP131	DP132	DP135	DP136	DP137	DP138	DP139	DP143	DP144	DP146	DP147	DP148	DP149	DP150	DP151	DP152	DP153	DP154	DP155	DP156	DP157	DP158	DP159	DP160	DP161	DP162	DP164	DP165	DP166	DP167	DP169	DP170	DP171	DP172	DP175	DP176	DP177	DP178	DP179	DP180	DP181	DP183	DP184	DP185	DP186	DP187	DP188	DP189	DP192	DP193	DP194	DP195	DP197	DP198	DP199	DP200	DP201	DP202	DP203	DP204	DP206	DP207	DP208	DP211	DP213	DP218	DP219	DP220	DP221	DP222	DP223	DP224	DP225	DP226	DP229	DP231	DP234	DP236	DP237	DP239	DP240	DP241	DP243	DP244	DP245	DP246	DP249	DP250	DP252	DP253	DP254	DP255	DP256	DP258	DP260	DP261	DP262	DP263	DP264	DP265	DP267	DP269	DP270	DP271	DP272	DP273	DP274	DP275	DP276	DP277	DP278	DP279	DP280	DP281	DP282	DP284	DP285	DP287	DP292	DP293	DP294	DP295	DP296	DP297	DP299	DP300	DP301	DP302	DP303	DP304	DP305	DP307	DP308	DP309	DP310	DP312	DP313	DP316	DP317	DP319	DP320	DP321	DP322	DP323	DP324	DP326	DP327	DP328	DP331	DP332	DP333	DP334	DP335	DP336	DP337	DP338	DP339	DP340	DP341	DP342	DP346	DP347	DP348	DP349	DP350	DP351	DP352	DP353	DP354	DP356	DP357	DP359	DP360	DP361	DP362	DP364	DP367	DP368	DP369	DP371	DP373	DP375	DP376	DP377	DP379	DP380	DP381	DP382	DP383	DP384	DP385	DP389	DP391	DP392	DP393	DP394	DP396	DP397	DP398	DP399	DP400	DP401	DP402	DP404	DP405	DP406	DP407	DP408	DP409	DP412	DP413	DP414	DP415	DP416	DP418	DP419	DP420	DP422	DP423	DP424	DP427	DP428	DP430	DP431	DP432	DP434	DP436	DP437	DP438	DP439	DP440	DP441	DP443	DP444	DP445	DP446	DP447	DP448	DP449	DP450	DP451	DP452	DP453	DP454	DP455	DP456	DP458	DP459	DP460	DP463	DP464	DP466	DP467	DP469	DP470	DP472	DP473	DP474	DP476	DP477	DP478	DP480	DP483	DP485	DP486	DP488	DP489	DP490	DP491	DP492	DP493	DP494	DP495	DP497	DP498	DP499	DP500	DP501	DP502	DP503	DP504	DP506	DP507	DP508	DP509	DP511	DP513	DP514	DP515	DP516	DP518	DP520	DP523	DP524	DP525	DP527	DP528	DP529	DP530	DP532	DP533	DP535	DP537	DP538	DP539	DP540	DP541	DP542	DP544	DP545	DP546	DP547	DP548	DP550	DP552	DP553	DP554	DP556	DP558	DP560	DP562	DP563	DP564	DP566	DP567	DP568	DP569	DP570	DP571	DP572	DP574	DP576	DP577	DP578	DP579	DP580	DP581	DP582	DP585	DP587	DP589	DP590	DP591	DP593	DP594	DP595	DP596	DP597	DP598	DP600	DP601	DP602	DP603	DP604	DP605	DP606	DP607	DP610	DP611	DP613	DP615	DP616	DP618	DP619	DP620	DP621	DP622	DP623	DP624	DP625	DP626	DP627	DP628	DP631	DP632	DP634	DP637	DP638	DP639	DP640	DP641	DP642	DP644	DP646	DP649	DP650	DP651
Bifidobacterium_saeculare	0	0	0	0	0	0	0	0	0	0	367.088931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140.517971	0	0	0	0	0	0	0	0	131289.721641	0	1609.71811	0	0	0	0	0	0	0	0	2538.367601	0	0	0	734.80996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10641.058717	641.389659	0	0	0	0	0	0	0	0	0	0	0	0	111092.970852	0	0	0	0	0	0	77.738331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306.814157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46771.292733	0	0	0	0	0	0	0	0	0	894.594158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26969.008666	0	0	5394.703464	3690.562543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.329299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45573.834675	0	0	2933.120871	0	0	0	0	0	0	0	0	0	0	1823.409684	0	0	0	0	0	0	0	0	0	199837.916814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2253.920087	2919.864748	0	0	285.579947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20532.004741	0	0	0	0	0	0	0	23289.090876	0	0	0	0	0	0	0	0	0	0	0	0	0	888.874459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17541.663834	0	0	0	0	0	0	0	0	0	0	0	0	0	853.858093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41530.537814	0	0	0	0	0	4367.188261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	688.695963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5820.389863	0	9148.73956	0	0	0	0	0	261.915138	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_scardovii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	838406.646251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449469.311313	0	0	0	0	0	140347.536071	0	0	0	0	0	0	0	0	125009.52992	0	0	0	3691.679007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40871.849473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4044.10894	0	0	0	0	0	0	0	0	13401.693292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454534.912019	0	0	0	0	0	0	8726.677303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26298.957891	0	0	0	0	0	0	0	0	983638.231532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273.18767	0	0	0	0	0	0	0	201844.42289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1487.267019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1483102.564928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gardnerella_vaginalis	0	0	0	0	4551.552772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6347.147495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3924.125717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8087.579299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5783.752445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401038.581611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19928.855866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parascardovia_denticolens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3023.722865	0	0	0	0	0	184.158884	0	0	0	0	0	0	0	0	0	0	4878.095632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1802.594196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5085.366971	0	243.311182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72781.099564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	481.531574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2056.630953	0	0	0	0	0	0	0	4675.024987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6976.390179	0	0	0	0	0	0	0	59655.337313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7716.443635	0	0	0	0	0	5844.612664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2305.898733	0	0	0	0	0	0	0	0	0	0	0	0	821.478011	0	0	0	0	0	0	0	0	0	0	0	3494.949808	0	0	0	0	0	0	0	0	0	0	0	0	0	388.056972	0	3863.284145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	632.287825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scardovia_inopinata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29615.662174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	899.392913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scardovia_wiggsiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.139499	0	0	0	0	0	0	0	0	0	0	385.221491	0	0	0	0	0	0	0	49547.006612	0	0	0	0	0	0	0	0	500.458203	342.012018	0	0	0	0	0	0	362.121694	0	0	0	0	0	0	0	0	0	0	2535.392988	0	0	0	0	0	0	0	116.642502	0	0	2910.749705	0	0	3743.369014	0	0	0	1624.407261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2089.433585	0	0	0	0	0	0	0	0	497.779066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309.435015	0	0	0	0	0	0	0	0	0	0	0	0	0	5299.0412	24822.533494	0	8775.211868	0	0	0	0	0	0	0	794.664245	0	0	0	198.44778	208.399837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	826.462821	0	0	0	0	0	0	0	0	0	0	0	0	313.07965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3969.932792	0	0	0	0	0	25191.02448	0	0	0	0	0	0	0	0	0	6017.9118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2753.977385	0	701.143661	0	0	0	881.40373	0	1520.777226	3082.359401	11015.955444	0	0	0	0	0	0	253180.588918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1248.683095	0	0	1603.839838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7414.446644	0	0	0	0	0	0	8005.24926	0	0	0	0	0	0	0	41331.13427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13002.299395	0	0	0	0	0	0	0	0	0	0	0	0	0	211.249949	0	1745.875643	0	5506.963105	428.82631	0	0	0	0	0	0	0	0	0	0	0	0	0	714.075137	0	0	0	0	0	0	0	0	0	0	0	0	1122.635341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191.981782	0	14195.774511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1849.894039	0	0	0	0	0	0	0	0	0	0	5258.591699	0	0	0	11612.67235	0	0	0	0	0	0	724.408594	0	0	0	0	0	0	0	0	0
Corynebacterium_accolens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	682.968998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_amycolatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307.029312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129.151189	0	0	12411.604742	0	0	1443.475501	0	0	0	0	0	0	0	0	454.240148	8424.701087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564.484598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	631.183742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.233102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91391.078227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6924.927321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329.835213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28737.328992	3656.664642
Corynebacterium_argentoratense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134283.116458	0	0	0	0	0	0	0	0	0	0	7576.741599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14954.477569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65505.58563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6401.695892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36818.304953	0	0	0	0	0	0	80607.118842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84007.030722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_aurimucosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2615.858824	0	0	687.844598	0	0	0	0	0	0	0	0	0	0	0	0	5363.944839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	646.182858	0
Corynebacterium_casei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1045.709505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
