OTU_id	DP001	DP002	DP003	DP004	DP005	DP006	DP007	DP008	DP009	DP011	DP012	DP013	DP014	DP017	DP018	DP019	DP020	DP021	DP022	DP024	DP025	DP026	DP027	DP028	DP029	DP030	DP031	DP032	DP035	DP037	DP038	DP039	DP040	DP041	DP042	DP043	DP045	DP046	DP047	DP048	DP049	DP050	DP052	DP053	DP054	DP055	DP057	DP058	DP060	DP061	DP063	DP064	DP065	DP066	DP067	DP068	DP069	DP070	DP071	DP072	DP073	DP074	DP075	DP077	DP078	DP079	DP080	DP081	DP082	DP083	DP084	DP086	DP087	DP088	DP090	DP091	DP092	DP094	DP095	DP096	DP098	DP100	DP101	DP103	DP104	DP107	DP108	DP109	DP110	DP111	DP112	DP114	DP115	DP116	DP117	DP119	DP120	DP121	DP122	DP123	DP124	DP127	DP130	DP131	DP132	DP135	DP136	DP137	DP138	DP139	DP143	DP144	DP146	DP147	DP148	DP149	DP150	DP151	DP152	DP153	DP154	DP155	DP156	DP157	DP158	DP159	DP160	DP161	DP162	DP164	DP165	DP166	DP167	DP169	DP170	DP171	DP172	DP175	DP176	DP177	DP178	DP179	DP180	DP181	DP183	DP184	DP185	DP186	DP187	DP188	DP189	DP192	DP193	DP194	DP195	DP197	DP198	DP199	DP200	DP201	DP202	DP203	DP204	DP206	DP207	DP208	DP211	DP213	DP218	DP219	DP220	DP221	DP222	DP223	DP224	DP225	DP226	DP229	DP231	DP234	DP236	DP237	DP239	DP240	DP241	DP243	DP244	DP245	DP246	DP249	DP250	DP252	DP253	DP254	DP255	DP256	DP258	DP260	DP261	DP262	DP263	DP264	DP265	DP267	DP269	DP270	DP271	DP272	DP273	DP274	DP275	DP276	DP277	DP278	DP279	DP280	DP281	DP282	DP284	DP285	DP287	DP292	DP293	DP294	DP295	DP296	DP297	DP299	DP300	DP301	DP302	DP303	DP304	DP305	DP307	DP308	DP309	DP310	DP312	DP313	DP316	DP317	DP319	DP320	DP321	DP322	DP323	DP324	DP326	DP327	DP328	DP331	DP332	DP333	DP334	DP335	DP336	DP337	DP338	DP339	DP340	DP341	DP342	DP346	DP347	DP348	DP349	DP350	DP351	DP352	DP353	DP354	DP356	DP357	DP359	DP360	DP361	DP362	DP364	DP367	DP368	DP369	DP371	DP373	DP375	DP376	DP377	DP379	DP380	DP381	DP382	DP383	DP384	DP385	DP389	DP391	DP392	DP393	DP394	DP396	DP397	DP398	DP399	DP400	DP401	DP402	DP404	DP405	DP406	DP407	DP408	DP409	DP412	DP413	DP414	DP415	DP416	DP418	DP419	DP420	DP422	DP423	DP424	DP427	DP428	DP430	DP431	DP432	DP434	DP436	DP437	DP438	DP439	DP440	DP441	DP443	DP444	DP445	DP446	DP447	DP448	DP449	DP450	DP451	DP452	DP453	DP454	DP455	DP456	DP458	DP459	DP460	DP463	DP464	DP466	DP467	DP469	DP470	DP472	DP473	DP474	DP476	DP477	DP478	DP480	DP483	DP485	DP486	DP488	DP489	DP490	DP491	DP492	DP493	DP494	DP495	DP497	DP498	DP499	DP500	DP501	DP502	DP503	DP504	DP506	DP507	DP508	DP509	DP511	DP513	DP514	DP515	DP516	DP518	DP520	DP523	DP524	DP525	DP527	DP528	DP529	DP530	DP532	DP533	DP535	DP537	DP538	DP539	DP540	DP541	DP542	DP544	DP545	DP546	DP547	DP548	DP550	DP552	DP553	DP554	DP556	DP558	DP560	DP562	DP563	DP564	DP566	DP567	DP568	DP569	DP570	DP571	DP572	DP574	DP576	DP577	DP578	DP579	DP580	DP581	DP582	DP585	DP587	DP589	DP590	DP591	DP593	DP594	DP595	DP596	DP597	DP598	DP600	DP601	DP602	DP603	DP604	DP605	DP606	DP607	DP610	DP611	DP613	DP615	DP616	DP618	DP619	DP620	DP621	DP622	DP623	DP624	DP625	DP626	DP627	DP628	DP631	DP632	DP634	DP637	DP638	DP639	DP640	DP641	DP642	DP644	DP646	DP649	DP650	DP651
Lactobacillus_pentosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8431.326508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35374.755949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53530.699664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59013.052094	0	0	0	8096.711604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34146.849146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119077.199192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100199.786441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_plantarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2938.099944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3873.555629	0	0	0	0	0	10845.757642	0	0	0	0	30228.355539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40048.776465	42318.508662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	834.216186	0	0	0	0	0	9531.589461	0	0	0	0	0	0	35528.861913	0	0	0	0	0	0	0	0	0	0	0	120.428762	0	0	0	104632.777875	0	0	21115.210346	0	0	0	0	3675.503626	0	40340.192638	0	0	0	7975.794509	0	0	0	0	0	0	0	0	19227.125263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6875.890997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59471.655865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21666.16098	0	0	0	4484.39431	0	0	0	0	76119.288794	9701.980564	1345.754927	0	756.663644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1129.903635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16311.723515	0	0	0	0	27054.563592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115.779189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53091.408821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22941.971634	0	0	17322.824753	0	0	0	0	0	0	0	0	0	0	0	0	0	7521.873439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1140.754432	0	4454.965253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1036.531966	0	0	0	0	0	0	0	0	0	0	13104.208894	0	1608.907277	0	0	0	0	0	0	0	0	0	0
Lactobacillus_rapi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384533.415743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1034.57098	0
Lactobacillus_reuteri	0	0	0	0	0	811898.824155	0	0	0	0	0	0	0	0	0	0	0	1640.49326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155389.956995	622586.246086	0	0	0	0	0	0	0	0	0	0	123609.047137	0	0	315379.830652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2219.354544	0	0	0	0	0	0	0	0	0	0	0	1036564.288873	0	0	0	1718.080826	0	0	0	0	0	0	0	0	0	0	0	0	0	104587.402977	0	0	0	0	0	0	0	138964.666406	0	0	0	0	383.397458	0	0	299354.715294	3739.092662	0	0	0	0	34992.394549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2896.155377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	776410.001375	0	0	0	0	0	0	0	0	0	0	0	0	59097.373949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4704.933311	379774.504276	3017578.781283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410.555048	0	0	0	0	0	0	0	0	0	0	0	0	1924150.666651	159.422614	0	0	11007.918585	345409.185327	0	0	0	0	0	0	0	0	337052.563962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100199.957457	0	0	0	0	0	0	72076.953287	0	0	0	76549.81036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19365.229711	0	0	0	0	334741.879199	0	0	0	0	0	0	0	0	0	0	0	182693.224697	0	0	0	0	0	0	0	0	0	610359.243095	0	0	0	0	25482.856079	0	0	0	0	0	0	0	0	0	182.246083	0	0	1545389.595431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15518.006573	0	0	0	0	0	0	0	0	0	0	0	0	558746.895137	0	0	0	0	0	0	0	0	0	183414.766458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321.827569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529.157616	0
Lactobacillus_rhamnosus	0	705.92957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1313.675507	228.000758	0	0	0	0	0	0	0	0	0	0	0	1023.640206	0	0	0	0	0	0	0	50357.207086	0	0	1455.731815	0	0	0	0	8000.443449	0	0	0	0	0	0	0	2057.858625	0	0	0	0	0	3900.437268	0	0	0	0	54272.521191	7790.073208	0	0	0	0	0	0	0	0	0	0	0	27000.559872	0	22230.460789	0	0	0	0	9214.027052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1704.628886	0	0	0	0	0	0	4316.323925	1242.343198	24415.341342	0	0	0	4413.897172	3577.985707	26194.259052	0	0	0	0	7499.608137	0	0	0	0	0	1559.327306	0	4648.518791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44496.256923	539.970143	3170.953265	3024.789944	0	7360.079989	0	29691.944225	0	0	0	0	0	0	0	0	0	0	0	0	15123.244191	0	0	29420.218396	0	0	0	0	3105.847858	0	300.909349	22872.739185	0	89312.029608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20174.006649	0	25817.133971	0	1333.529191	0	7168.39298	276.284086	0	0	5181.485449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406.487692	0	0	5028.762612	0	0	24494.589174	6294.842564	0	0	0	0	30092.793588	0	0	0	0	0	0	0	2384.096601	0	0	413.644972	8892.932989	11463.921038	0	0	12604.553138	0	0	0	0	0	423141.281953	0	0	0	0	3184.330015	0	0	0	2637.116319	0	5823.206668	0	0	0	24045.894773	25607.260982	163.75415	0	0	0	0	194119.105641	0	0	0	0	3310.153666	0	0	0	0	0	20095.040326	31130.265387	1335.33267	37842.991055	0	0	0	0	0	0	0	103645.978465	0	3166.180235	0	0	0	0	0	0	0	0	0	0	0	0	6718.253513	0	0	0	0	0	67399.010584	0	0	0	0	131257.730218	0	0	0	132614.491791	46573.361327	11426.792365	0	0	0	0	0	0	43472.689814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15045.602404	0	0	3463.935938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419.756393	0	1035.58399	0	0	0	0	0	199315.388191	0	17290.752287	9563.422631	0	0	0	0	0	5920.819735	0	0	24874.613304	0	0	70535.083643	0	0	0	0	1165.063584	0	0	0	2680.10807	0	0	0	0	0	0	0	44888.939109	0	0	0	0	7714.413511	0	0	0	0	0	0	1399.765176	0	0	0	0	0	0	0	50435.105985	0	0	0	558882.689363	0	0	0	0	0	0	0	0	148275.677107	11652.728997	0	0	0	0	0	210200.449882	0	32402.340352	0	171829.079609	0	0	189700.668058	0	0	720.707624	3568.847536	0	562.584071	0	49964.145206	0	0	12602.249421	0	499686.462561	0	0	0	0	2314.894335	0	0	8279.722567	0	0
Lactobacillus_rogosae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401.254979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	635.513777	0	8020.495847	0	0	0	0	0	0	3597.668612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1461.857161	0	0	0	0	0	0	0	0	0	0	0	1505.641636	0	0	0	0	0	0	0	0	0	0	0	0	767.56984	0	0	0	0	0	0	0	0	0	0	0	0	0	1717.331609	0	0	0	0	0	0	0	0	0	0	0	0	0	56768.359445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	496.781729	408.908627	0	0	0	0	0	0	0	0	0	869.10208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477.794068	0	0	0	0	0	0	0	0	0	0	0	0	0	3198.56525	0	0	0	0	0	209.299896	1122.828362	0	0	0	0	27149.105831	355.121148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14512.933218	0	0	0	0	0	0	0	0	0	0	0	0	525.631902	0	0	0	0	0	0	1328.259601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427.938193	0	0	0	0	0	0	0	0	0	0	602.725269	0	0	0	0	0	0	0	0	5595.152468	0	0	0	0	0	0	0	0	0	0	0	22052.437523	0	0	0	0	0	0	0	0	0	0	0	0	210.966151	0	0	0	0	0	0	0	0	957.220906	0	2333.797962	0	0	0	0	0	0	13735.2228	0	0	0	0	0	731.399189	0	220.807433	603.65074	0	0	0	0	0	0	0	0	0	0	0	0	0	5465.317473	0	0	8788.770427	0	0	0	0	0	0	4625.996449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11560.952564	0	0	0	0	0	0	0	790.170857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3755.511592	0	0	0	0	0	0	0	0	0	0	0	0	9956.565915	0	0	0	0	0	0	0	872.473827	0	1424.521799	0	0	0	0
Lactobacillus_ruminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209360.119564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88189.448788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7240.269091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137720.936268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67028.000757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70492.761146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1672297.942207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_saerimneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5620.005648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_sakei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366.729456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6131.837726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	539.135066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	487.831734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8642.127354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134.771478	0	4866.994513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_salivarius	0	0	0	0	0	0	0	0	0	0	0	0	3416.046342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3302.972663	0	122916.400942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260775.938756	0	0	0	0	0	0	0	0	94207.892302	0	0	0	0	0	0	663541.902437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17159.539663	0	24772.614421	0	0	0	0	10529.309875	0	30936.398988	584.622142	0	493175.96782	0	6145.565552	0	0	0	0	0	0	0	0	0	0	0	0	1526.620753	0	0	1258.056555	0	0	0	0	0	0	0	0	0	11955.865257	0	178509.645161	0	12161.741635	0	276596.239617	0	0	0	1294.43266	0	0	0	0	0	0	0	0	0	0	560900.422295	0	0	0	16561.389739	0	18056.8866	0	9820.855711	3566.300128	25821.581304	282.587335	0	52772.547927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332148.538002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178178.299975	0	0	0	0	0	0	0	0	0	0	2198.922824	0	0	10934.715649	0	0	0	0	34694.036463	0	0	0	0	0	0	0	3688.692581	6041.183366	0	0	0	0	4768.810154	0	0	0	0	0	0	0	0	218909.762209	1653.124788	73152.437904	292250.861833	0	0	0	0	0	0	0	22655.232402	0	0	0	0	0	0	0	0	0	0	0	0	2235766.20625	0	0	0	0	0	13270.661676	0	1621.593712	0	0	0	26118.821159	2516.67449	0	0	0	0	0	0	0	551081.9596	0	0	23051.480944	0	0	69659.571516	0	2432.203368	0	0	0	2112.44037	1295.51742	0	0	726551.932174	0	0	0	0	121.363091	0	0	4522.810354	0	0	0	0	876.992367	0	0	0	0	0	0	0	526727.114496	0	0	0	0	5705131.68638	216.037068	0	0	0	0	26878.776677	0	0	0	0	0	0	0	0	0	0	0	0	245634.213678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428655.708559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	757.672866	0	0	0	0	0	0	0	0	32443.587291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99741.588205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114820.290024	0	37288.890027	0	0	0	0	0	0	0	235805.23875	0	0	0	0	0	0	0	0	0	116885.582994	0	0	2121.15662	0	0	0	0	0	332.419528	0
