OTU_id	DC001	DC003	DC004	DC005	DC006	DC007	DC009	DC010	DC011	DC013	DC015	DC016	DC017	DC018	DC019	DC020	DC021	DC022	DC023	DC024	DC026	DC027	DC029	DC032	DC033	DC034	DC035	DC036	DC037	DC038	DC039	DC041	DC042	DC044	DC048	DC049	DC050	DC052	DC054	DC056	DC057	DC058	DC060	DC061	DC063	DC064	DC065	DC066	DC067	DC068	DC069	DC070	DC071	DC072	DC073	DC075	DC076	DC077	DC078	DC079	DC081	DC082	DC083	DC085	DC087	DC090	DC092	DC094	DC095	DC096	DC097	DC098	DC099	DC100	DC101	DC102	DC103	DC104	DC105	DC106	DC107	DC108	DC109	DC110	DC111	DC112	DC113	DC114	DC115	DC117	DC118	DC119	DC120	DC121	DC123	DC125	DC126	DC127	DC128	DC131	DC135	DC136	DC137	DC138	DC139	DC140	DC141	DC145	DC147	DC148	DC149	DC150	DC151	DC152	DC153	DC154	DC155	DC156	DC158	DC159	DC160	DC161	DC162	DC163	DC164	DC165	DC167	DC168	DC169	DC170	DC171	DC172	DC173	DC174	DC175	DC176	DC177	DC178	DC179	DC181	DC183	DC185	DC186	DC187	DC188	DC189	DC193	DC194	DC195	DC196	DC198	DC199	DC200	DC201	DC202	DC203	DC204	DC205	DC206	DC208	DC209	DC211	DC212	DC213	DC214	DC215	DC216	DC217	DC218	DC219	DC221	DC223	DC224	DC226	DC229	DC230	DC231	DC232	DC234	DC235	DC239	DC241	DC243	DC244	DC245	DC246	DC247	DC248	DC249	DC252	DC253	DC254	DC255	DC257	DC259	DC261	DC263	DC265	DC266	DC267	DC268	DC269	DC270	DC271	DC273	DC274	DC276	DC277	DC279	DC281	DC282	DC283	DC285	DC287	DC288	DC290	DC291	DC292	DC293	DC294	DC296	DC297	DC298	DC300	DC302	DC305	DC307	DC308	DC310	DC312	DC313	DC314	DC317	DC318
Prevotella_disiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1725.653056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18360.305365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20848.71335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_sp_885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127323.21567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165120.159006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_sp_AM42_24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	439327.80631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114297.570288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12532.749547	1329913.587963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_sp_CAG_1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164441.589481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64910.112147	0	0	0	0	0	0	0	0	0	0	0	0	0	300740.04748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108465.974593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145628.193249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169914.84499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2039846.554115	0	1535795.32263	0	0	0	0	0	0	0	0	0	0
Prevotella_sp_CAG_1185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4246.69447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	714.446279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30440.675181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	838.098708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1040.813021	0	7186.732631	0	0	2788.170617	0	0	0	0	0	0	0
Prevotella_sp_CAG_1320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1057452.450308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_sp_CAG_279	0	132426.008721	0	0	0	0	0	0	0	0	0	0	0	0	219721.791571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121379.86998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52753.890462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45697.311009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28526.776938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197484.029152	0	0	0	0	101062.93147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	666251.497917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201422.153385	0
Prevotella_sp_CAG_520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3215079.748622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.122978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409232.148732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_sp_CAG_5226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383352.78672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_sp_CAG_873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303384.033269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_sp_CAG_891	0	0	0	2273268.801403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30132.713015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	716156.762673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1083581.294502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_stercorea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7871411.694907	0	0	0	247.326308	0	0	0	0	1848947.693179	0	0	0	0	0	0	0	0	110343.635562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	829533.083583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16554.368754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1922887.497195	0	0	0	0	0	0	0	0	0	0	972385.452908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_timonensis	0	0	3658.894198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	643.254186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4491.414202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122.760338	0	0	0	4517.695442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28746.089767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1134.096436	0	0	0	0	0	0	0	0	0	0	657.350302	0	0	0	0	0	0	0	0	0	0	0
Alistipes_finegoldii	591658.993755	0	0	275803.425701	27001.816712	26742.443925	11326.431458	0	0	1015175.424811	100914.268327	0	118017.799135	797829.779926	0	34923.591423	19955.341006	0	96956.339717	644194.980105	121636.642352	82242.255744	6271.762424	22135.281148	21885.683348	27916.222567	0	0	8110.220958	0	464460.447685	14708.22909	45118.424498	32113.578281	0	0	0	146274.3909	0	0	19874.084607	92527.670317	0	5657.885964	0	8300.497075	498380.324547	119403.655841	0	321466.730563	126288.844895	4974.138177	0	127399.610219	10194.31415	567.323081	1240.999037	0	15261.645925	61918.824433	180927.321168	0	135815.61937	1900226.68495	0	0	127652.138715	0	6872.629462	0	0	17343.422543	2499.903069	22495.710977	563.005441	0	10142.950718	0	1124.872338	24316.633174	526.155967	0	1980.49552	37310.992112	0	0	57695.493806	0	64584.380267	23073.0947	27140.3046	66642.841966	0	4757.051095	0	130211.129027	0	2679.12257	0	0	53251.176017	0	139979.524825	25874.456453	8276.243464	0	136657.631048	22399.793474	1448006.533301	2209.334909	0	466.669575	0	5146.303155	113.608399	0	16255.469103	5148.093123	44298.410013	0	0	7292.087666	0	9626.223397	55155.659112	1355702.058197	0	0	0	297823.53775	0	30314.496422	786291.666666	0	45516.885109	0	0	73649.090414	581057.923917	1164086.301452	0	19095.080519	0	1194272.503951	753.439152	117162.858031	51286.731294	55676.017319	430663.750891	563.766773	49729.247746	26193.967248	99772.91731	31929.641276	217.655738	101530.524372	15138.475191	0	84182.486742	12822.859623	183607.791014	15005.626314	12666.017552	0	2513678.209401	570.437469	348.38987	135894.637572	1953.616358	503.382226	129516.730944	2646.431699	13931.549454	584.482219	2876633.880655	302472.931398	0	32634.084692	3629268.098075	687.631304	66635.987139	499904.906365	57882.309135	184747.234635	23961.422377	38436.625881	53374.613169	48498.952029	42958.92985	68985.106156	153369.366021	2133708.162226	55.578693	670951.32268	118728.73027	831493.725955	106635.170622	1190925.999574	1633.422781	99844.91196	111797.554893	741.973998	96353.150277	0	0	133506.117869	73744.10784	13416.271461	311204.953884	2525769.508839	357632.60176	53284.240614	791795.885179	471454.940442	51370.593914	1071734.44539	407282.318223	22331.546474	1191.123371	192218.454	18776.601347	44668.225476	424630.151795	72392.465234	483460.748669	288.308856	1259.696133	1324.849734	79095.63728	877746.555522	1295.168927	302335.545025	37836.51105	18334.868867
Alistipes_indistinctus	0	0	0	0	0	0	32057.476947	0	0	0	0	0	10447.116858	0	0	0	0	0	0	0	0	0	0	0	55587.509406	0	0	0	0	0	12000.7109	10394.09809	12211.925481	0	0	0	0	0	0	1745.235029	0	0	0	13630.952851	0	0	0	52512.307015	0	0	0	0	42862.160968	13309.546932	28117.178135	0	573.302687	0	12093.034825	0	0	3161.4818	3037.945298	0	0	0	6674.250971	0	0	0	0	518.455307	0	34930.576076	0	0	0	0	0	0	0	0	7169.9543	0	0	0	0	0	2080.373886	0	1097.567834	21195.611782	0	0	0	0	24519.681272	5409.368787	0	73034.362117	0	0	1893.414989	29296.657223	0	0	0	0	0	12915.617737	0	3982.764328	0	0	19819.381584	0	23664.230065	6035.242181	0	0	0	2208.520534	15851.03103	10728.399253	34886.830876	0	0	0	0	0	0	0	0	39109.573373	0	0	0	0	0	0	0	33616.576555	0	16363.442372	23324.73098	15222.73894	2155.847226	0	0	74095.061568	0	32729.165844	0	3291.332912	0	41616.317595	24742.777891	14795.267598	0	0	0	0	4857.545979	0	0	0	0	0	0	9108.177723	22084.230143	250.218792	0	0	0	0	39723.153077	0	0	0	5041.086981	0	0	7652.312415	46915.445144	210124.072297	188474.402246	42524.74408	0	0	621.495438	47219.388094	0	0	927.98192	44033.486427	0	0	40053.910116	0	0	17588.033278	0	0	0	0	0	2071.907145	8290.453205	0	0	35065.530126	59193.747907	1782.160235	0	0	0	75590.60153	77284.88501	412.201796	81927.467505	691.466058	51027.689488	67082.071664	0	0	0	0	0	29779.532367	119702.007889	130908.886175	0	527.150104
Alistipes_inops	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153814.930979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	696220.471701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6596.120524	14448.516539	0	0	0	0	0	0	15860.276289	0	0	0	74371.070506	0	0	0	0	0	0	0	0	0	0	0	0	46033.131637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132769.469263	126414.790672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4497.230147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1651896.1479	0	2643.904343	471725.827483	107512.877859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9669.086711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alistipes_onderdonkii	0	0	0	0	0	0	1179.740883	0	0	0	0	0	54972.476217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2266.260311	0	0	0	0	0	0	0	0	8550.415888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3506.446945	0	0	16167.961131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7091.003948	0	0	0	1322.246514	0	0	0	0	0	0	0	0	0	0	5510.827133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1946.013016	0	0	0	0	936.608781	0	0	0	0	0	0	0	0	579.592476	8945.993065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196640.005939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303.566729	0	0	0	0	0	0	166081.717616	18780.839238	0	231.410915	0	0	0	0	0	0	0	0	0	0	0	0	0	6214.718004	33532.886981	892.294345	0	0	0	0	84697.208915	0	0	0	0	0	0	9447.790411	0	0	0	0	0	0	0	0	2411.698689	0	0	0	0	0	104789.952208	0	0	0	0	0	0
Alistipes_putredinis	0	0	1541364.691667	1177277.569848	743704.521232	11978.223795	1044541.658916	0	525657.886757	0	524062.710459	547406.70806	731811.757467	0	0	2219790.600516	616871.939338	447340.513654	1297966.554855	1431928.947261	0	847147.980789	577784.335555	661667.436035	450159.414845	1317455.239646	0	0	1108333.190475	1058935.245909	1223248.342385	200259.54001	835349.566429	545652.11366	1459027.172655	2307766.81748	377357.407085	1451528.972544	950799.262284	400231.685002	461985.300075	1048273.47356	0	0	11264.042075	511633.416941	0	423777.892828	4586.586437	0	0	6184.223684	0	220713.964033	283272.463248	637333.561806	577104.808512	0	398849.810637	940509.613425	303840.296001	471579.956328	673969.273189	0	3017.872037	641127.826522	1214792.700467	0	1013.56405	276.235523	656.084681	0	359692.563512	900202.004504	817289.988332	0	334454.414709	119.647636	0	198059.330597	942084.459687	0	730397.639365	0	0	0	245242.318645	0	512124.308308	185233.52289	231502.290367	562929.944628	734169.430436	373451.614981	0	0	0	762741.691844	2221.837472	0	483612.910109	1610865.667335	328370.883664	438094.327952	273752.002854	478946.019463	317.439329	709875.187518	603304.49124	1105958.373925	0	871365.208371	9333.499626	508323.660561	815840.410482	0	568297.675365	202824.617558	0	0	0	1141.869888	327278.62035	719028.410989	2003258.453645	790581.442575	0	592.135585	0	283247.429894	0	887203.579943	1726268.364434	857243.681784	664094.824635	908656.183157	226.827939	0	3617407.285287	1312.650962	3060.093019	361728.157541	654.8591	2037371.33436	56920.733782	1655901.307308	560734.708885	995338.584271	715515.284131	834029.18102	160156.114403	1768547.290687	776163.071414	822.833228	2423.62605	209798.793255	192065.205289	3301.209317	1535.981499	1413799.682989	867711.860044	1924456.932278	380008.618981	1872900.432749	2042502.699656	982.265495	6932.42788	578470.054881	144972.777824	371386.284504	560342.65034	568629.565332	1263691.455664	1328.36868	3558863.184703	0	714939.027718	1114370.552104	1650744.84286	1926265.160537	1224299.706819	2357.780695	2974.072506	1638651.04857	1072970.655512	917207.806757	1168340.546138	40145.692086	696607.46525	421.777788	1706179.133174	1536271.902661	0	256.809349	1016329.32915	641982.154261	1745.543279	1636.504374	2458949.746637	1060586.141736	730389.776694	1254309.751891	832428.180869	0	257.318819	0	714444.132505	1385291.468019	1856556.650533	4214417.787478	1050820.920106	517129.682938	198613.361569	253716.673845	645532.506909	0	1484271.869531	274013.436796	1291587.606982	1102881.144713	4387864.36615	2159730.385369	2025.085538	1435015.853546	1964.11945	840457.009094	1211889.207136	572.969201	10122.670505	1329498.370633	965217.112646	2176864.899636	1026434.044501	339428.106064
Alistipes_shahii	0	44890.141369	0	101193.744189	30666.562207	0	189108.902512	0	0	0	0	0	10212.47924	0	125950.207982	56610.406086	44523.126866	21340.940586	85657.949028	185844.930539	0	53401.53357	31520.939309	0	61791.053364	7176.147003	0	0	50020.306245	0	0	103418.09375	0	0	107187.048072	213320.93552	33234.418505	10162.512976	1410.947293	104120.514581	29365.010481	100256.325022	0	51707.875057	0	11084.141783	0	0	1372.56583	0	0	0	165092.407382	0	6278.717742	3877.489154	175150.21761	0	0	8767.595666	8360.846835	6957.649992	0	0	0	0	235236.899354	0	228237.468654	0	0	9497.068283	44431.308182	8671.580443	0	0	1057.025906	0	0	152.113401	37131.420965	0	92028.815705	0	0	0	5627.101965	0	18575.439233	1724.156273	122143.620339	85189.807335	11641.774561	172676.807898	0	4528.074542	164405.802372	11032.970001	0	82247.474192	51911.880789	0	24010.259548	0	12981.54529	3020.496132	56258.757746	7334.226813	0	228638.867499	0	0	603.131364	8053.672404	121811.982659	23168.454659	63726.771668	32231.768128	5601.478454	0	0	2370.450847	6137.18955	111918.356964	0	0	0	0	0	0	0	0	0	22640.039722	249000.307997	19019.830809	34645.178784	9853.761298	0	0	0	163421.625744	0	1151.280313	0	52055.600045	151465.174622	84075.9031	177180.01141	84974.417981	73482.867333	87760.551458	46918.571624	59943.091324	43046.814462	60620.394748	40196.300155	43675.898069	0	75987.104312	0	9623.046071	63857.736707	109539.893549	0	0	0	111018.271581	13956.850701	139700.392074	28879.37788	18757.578186	155455.471429	0	319343.994823	0	0	94438.934414	0	3087.436937	38480.359965	11613.842691	219019.667705	104177.06802	43707.563302	313.566291	129560.422926	136623.705218	0	0	51461.188207	0	0	0	0	7635.186501	33495.31418	0	60391.075294	0	21989.55515	0	247.437011	0	0	0	56.801708	28572.586152	46686.943208	112209.174617	46737.88663	63483.791787	15185.821758	78388.979022	40165.853432	0	677356.601081	26141.999071	0	44398.191353	87232.738039	144152.603381	0	160261.777505	0	217100.063221	76899.75337	0	15494.20223	0	154570.451073	112188.331514	11763.66718	9565.62507
Alistipes_sp_An31A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385.524006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alistipes_sp_An66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8174.640278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
