OTU_id	DC001	DC003	DC004	DC005	DC006	DC007	DC009	DC010	DC011	DC013	DC015	DC016	DC017	DC018	DC019	DC020	DC021	DC022	DC023	DC024	DC026	DC027	DC029	DC032	DC033	DC034	DC035	DC036	DC037	DC038	DC039	DC041	DC042	DC044	DC048	DC049	DC050	DC052	DC054	DC056	DC057	DC058	DC060	DC061	DC063	DC064	DC065	DC066	DC067	DC068	DC069	DC070	DC071	DC072	DC073	DC075	DC076	DC077	DC078	DC079	DC081	DC082	DC083	DC085	DC087	DC090	DC092	DC094	DC095	DC096	DC097	DC098	DC099	DC100	DC101	DC102	DC103	DC104	DC105	DC106	DC107	DC108	DC109	DC110	DC111	DC112	DC113	DC114	DC115	DC117	DC118	DC119	DC120	DC121	DC123	DC125	DC126	DC127	DC128	DC131	DC135	DC136	DC137	DC138	DC139	DC140	DC141	DC145	DC147	DC148	DC149	DC150	DC151	DC152	DC153	DC154	DC155	DC156	DC158	DC159	DC160	DC161	DC162	DC163	DC164	DC165	DC167	DC168	DC169	DC170	DC171	DC172	DC173	DC174	DC175	DC176	DC177	DC178	DC179	DC181	DC183	DC185	DC186	DC187	DC188	DC189	DC193	DC194	DC195	DC196	DC198	DC199	DC200	DC201	DC202	DC203	DC204	DC205	DC206	DC208	DC209	DC211	DC212	DC213	DC214	DC215	DC216	DC217	DC218	DC219	DC221	DC223	DC224	DC226	DC229	DC230	DC231	DC232	DC234	DC235	DC239	DC241	DC243	DC244	DC245	DC246	DC247	DC248	DC249	DC252	DC253	DC254	DC255	DC257	DC259	DC261	DC263	DC265	DC266	DC267	DC268	DC269	DC270	DC271	DC273	DC274	DC276	DC277	DC279	DC281	DC282	DC283	DC285	DC287	DC288	DC290	DC291	DC292	DC293	DC294	DC296	DC297	DC298	DC300	DC302	DC305	DC307	DC308	DC310	DC312	DC313	DC314	DC317	DC318
Eubacterium_dolichum_CAG_375	0	20047.543629	0	0	0	43667.281635	0	0	7035.66743	0	0	0	0	0	0	999.081558	0	0	6028.220094	0	0	0	27405.184105	0	0	0	0	0	0	2564.874231	0	0	0	0	0	0	2931.664824	288.441992	0	0	0	0	0	0	267.816385	11474.428465	0	0	1275.59107	700.65879	0	5207.393407	20179.444079	0	0	0	0	0	0	0	1274.941371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1054.038314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4188.077249	0	0	0	6378.79611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2883.746866	82631.571226	5788.532784	0	0	0	0	0	8069.180101	0	0	0	0	410.662561	0	0	43938.111558	0	0	0	0	0	0	27330.455006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185.031153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	663.083978	1788.738714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21132.162424	262.25576	0	0	26102.638794	0	0	0	0	0	3337.098385	0	37756.092523	0	773.153229	0	0	0	0	0	0	0	0	0	0	1023.550881	0	0	0	0	15028.413803	0	0	0	11210.26698	0	0	0	6752.962112	0	25635.784691
Eubacterium_eligens	0	0	0	634.515026	74313.382536	0	0	0	0	0	0	0	0	0	346108.069254	0	0	223478.648523	0	0	0	0	33025.593424	0	0	1219.608082	0	166902.287945	4187.915802	0	55151.314995	132658.592291	16792.040811	320877.932213	0	37976.36016	0	197325.505104	50786.990911	227179.567718	25570.785782	73810.040116	360817.118901	0	31395.957275	0	0	32284.08985	38073.782578	0	0	0	0	43726.264381	215689.059303	615376.752004	196506.783818	0	0	1457.554007	32372.075472	0	105657.914218	12664.242021	0	240933.321973	92222.548207	0	112297.29496	362591.39418	0	30879.873455	101291.430076	95864.841248	0	26151.044293	133749.24201	0	0	0	0	0	398.201045	1880.411017	0	0	9916.614119	0	62867.096845	184770.119114	104128.073321	0	0	80709.917964	0	0	0	17733.819499	0	0	0	0	0	95622.656377	28500.042575	0	0	0	0	64782.002591	0	0	17704.662228	11316.675211	1833.586725	0	82122.97273	58231.149839	0	0	152150.095156	87533.259208	180129.595095	271.980895	0	0	269563.52803	0	317267.082742	118241.594256	0	6126.325459	165274.863455	147030.313718	96001.483638	0	0	101187.533909	13803.475374	273805.276368	192579.44132	417540.500325	81412.359963	7229.509515	45734.931141	65465.958325	302112.215943	0	371090.009189	56165.26474	6720.706013	0	258461.458481	0	0	12732.721532	0	354719.282793	0	0	0	38635.68071	48157.737709	43423.608384	18254.823742	0	0	171268.073647	256758.558963	388832.363793	106981.516099	0	0	15419.039453	0	257638.039784	0	177186.391852	128053.95852	239066.483184	272132.203128	48057.509339	230543.374366	78043.938727	647978.275042	48469.096844	150398.853084	349589.697948	0	645921.004192	507871.046933	93183.165896	0	0	0	122481.762458	7505.608518	0	42272.701146	344090.24359	68119.950445	323890.605754	1078990.325095	0	0	0	0	26075.534424	299117.662067	498183.134597	313728.850781	28151.200242	0	0	0	0	249147.477835	113425.802323	0	114671.122375	815431.823154	0	3084.382522	0	804066.979565	244713.06232	469206.045606	130084.390976	146533.243097	89184.288203	618494.797189	258452.279378	257649.309631	0
Eubacterium_hallii	0	75919.550798	0	56096.2259	152407.405729	153963.208065	14733.550698	0	130000.474705	9781.533724	211631.764881	301312.956851	318893.852875	597428.227858	179441.927639	489977.840121	8120.988548	418744.105886	104272.092908	0	0	0	0	0	548143.1007	17092.481594	0	0	138987.137898	0	346916.569256	47386.80426	174986.136591	289484.248962	187019.530009	126088.72232	0	11278.861441	229391.298826	368183.900122	25817.53555	94147.605692	0	30749.851494	73961.433194	0	37636.560509	0	202758.237682	42223.911268	0	0	235045.616223	108840.237665	64289.497405	0	23356.878975	0	15862.957049	98085.465885	5267.283351	7784.866775	237758.02547	71409.992939	7156.136815	134470.747068	4238.460813	0	98755.098954	105790.460311	0	116658.403286	82053.915581	127168.075109	62959.653454	15521.90243	13504.3277	287341.669409	343310.716654	3996.433899	4061.747943	0	90082.18479	72214.252493	0	0	84600.67844	0	27563.945412	201118.710124	0	18614.590383	201773.064708	99744.046444	0	0	74950.608432	91052.433249	0	0	257360.996083	20402.745943	0	11319.192192	118802.381617	0	495123.538668	220182.449426	0	93814.846938	0	9081.766808	118161.9549	15615.428314	86219.527949	0	30386.395056	72697.593804	204698.374953	0	146851.071649	18705.562988	224273.334105	40873.146453	104424.291294	2266.771185	0	519115.627953	607155.430768	112227.144875	0	12910.295588	43658.705769	27507.388373	53550.552662	0	714796.190257	388918.880956	261460.01521	30654.644849	306250.570752	35834.691968	74679.301615	241400.588721	0	189827.995086	52413.314045	0	226682.504827	12033.735996	215204.264097	0	301629.168551	111664.037084	0	21876.585634	280850.566979	25446.885293	23454.370611	218346.314423	255443.689041	439394.843438	166292.474221	401812.561613	30091.110222	0	0	157646.815799	191953.823846	113460.326653	238872.342676	119416.182783	398121.551431	21413.303122	0	299045.157484	0	79981.731701	0	0	213711.251058	319545.762979	23324.377945	60779.265727	8621.78869	228527.112881	184060.265041	12916.891014	43938.968587	467324.358821	382496.294111	84796.9553	309918.87282	0	600706.90504	301139.370854	109099.868628	44506.08927	251690.821375	203185.175139	387282.229179	35918.040555	0	555664.654643	1580889.220462	0	0	0	53734.41892	60194.19083	33544.556819	12398.234908	300133.548845	17469.639668	216827.491813	59996.254824	371454.911853	0	220138.16773	197901.712957	0	729819.535759	120794.747358	45191.449281	0	381212.453362	528560.725335	235191.40124	55540.790018	249769.806557	23556.153787	0	307927.32892	166122.418737
Eubacterium_limosum	0	0	0	315.245309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3142.992054	0	0	491.886133	0	0	0	53369.113815	0	0	0	0	254.890623	0	0	0	0	0	0	581.365446	0	0	0	0	1531.422595	0	0	0	0	28926.016581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118.48197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6015.418286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1695.67117	0	0	0	0	0	0	187.783785	0	0	0	0	339.000511	0	0	0	0	0	0	0	0	0	230.415758	0	0	6678.697675	2364.459581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1785.26136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	871.920895	0	0	4782.369969	0	0	0	0	0	0	0	0	0	23730.280738	0	413.962782	0	0	0	0	0	0	0	0	0	0	0	1257.409006	0	0	50.477526	0
Eubacterium_ramulus	0	46314.905057	0	32150.99711	33632.424757	0	94413.732407	0	0	0	45875.20791	0	37656.876375	0	0	0	0	104848.968966	461255.854372	0	0	0	0	0	0	151992.814973	0	0	96312.967191	0	38797.814353	10259.320495	0	0	0	1555.02828	0	0	97242.999457	0	0	21152.645773	0	0	3194.891934	0	0	0	0	0	0	0	0	101269.193866	7200.171767	0	87004.582402	113415.05309	0	0	0	0	0	0	1990.432235	0	0	0	0	0	0	16705.782108	0	8306.85682	0	134133.299357	20443.330826	0	0	0	50557.204071	0	0	123972.855637	0	0	23596.071108	0	15347.968433	27711.545835	7453.906549	0	44231.444413	3124.369549	0	0	0	0	0	0	91380.43558	396549.112462	0	26133.752986	0	0	0	32919.652322	0	0	0	15934.38275	5880.94848	64027.020091	6879.913303	0	50071.987165	5659.353839	0	0	0	0	0	23304.843369	0	0	0	0	47982.694313	1573.49399	0	59798.899127	0	11676.438984	0	147818.55085	0	111966.74469	0	0	315835.645294	65242.986315	0	0	0	12888.040243	0	0	10366.585531	0	38954.743099	0	40301.08204	0	0	0	4269.351152	0	291577.887054	1528.097978	0	16695.369948	14535.99565	20791.97303	0	0	0	0	101589.274707	131.757764	62126.063572	1036.200176	29657.843972	0	0	0	45006.474937	66416.857613	266643.015162	60218.828129	2519.60334	0	2664.135903	19674.110453	0	260672.608755	32756.022086	24121.12389	101893.508463	18518.398173	0	0	0	0	52433.50017	37525.093179	0	0	35844.165997	0	0	0	0	0	0	0	0	0	83028.534553	4762.164313	39149.886182	0	0	41580.014339	57146.70782	0	45104.65034	0	18521.289065	43358.075941	0	0	0	322199.279204	0	33515.467678	0	0	0	0	1305.926144	0	79134.338147	0
Eubacterium_sp_An11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44385.508555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85553.942672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	724.341416	0	0	0	0	0	0	0	0	0	0	0
Eubacterium_sp_CAG_180	0	0	0	0	0	0	0	0	0	0	707653.0547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66496.520199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383108.743928	0	0	0	559242.933177	0	0	0	585576.011949	253952.38274	0	0	0	0	0	0	0	0	0	368115.213053	0	0	0	0	0	0	0	328240.274305	0	0	0	1740.904783	0	0	234180.730673	0	0	0	0	0	0	773469.139745	0	0	0	758920.155423	0	0	763625.720626	0	0	0	0	0	167808.298927	1082471.222708	604978.908591	0	0	0	0	72044.010517	0	0	0	0	0	0	0	0	0	0	0	0	583525.618268	0	0	0	282748.032974	0	0	0	0	0	662.856083	0	97941.923555	0	0	0	2041.025904	476899.138025	320.837595	0	950030.906033	182353.830898	0	0	0	0	490.775237	332831.0176	0	0	0	0	0	0	1031069.690726	941599.866216	0	0	0	0	0	522649.208753	689573.554625	0	1439778.961192	0	0	0	1702807.049979	0	0	0	0	0	6123.88107	0	0	231.409552	338146.91163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3868786.627227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1835671.949898	0	0	0	98.966396	0	0	0
Eubacterium_sp_CAG_251	0	0	144359.788022	0	0	0	0	0	0	0	0	0	0	0	0	82930.092615	102704.038109	0	0	0	0	0	0	0	0	0	0	0	0	204654.89304	564627.185399	0	71590.461866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39490.675103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57643.396435	0	0	0	0	0	0	0	0	207442.953138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134810.55445	0	0	216128.911784	0	0	0	0	0	0	0	0	0	0	0	248115.974837	0	0	0	0	0	0	0	0	160645.699331	0	0	0	0	0	0	0	0	0	304230.526526	0	0	181011.726483	0	0	0	0	121822.100868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66928.618738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92373.009052	0	0	0	0	123283.774153	0	0	114731.096636	0	0	129006.347522	0	0	169212.574713	0	0	0	0	0	0	0	0	0	0	0
Eubacterium_sp_CAG_274	0	18745.636012	0	0	0	6252.587208	30256.275677	0	0	0	0	0	273433.22469	0	0	0	0	0	5217.551107	0	0	0	0	29380.557928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52897.428611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4112.382199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26753.243185	0	0	0	0	0	0	0	0	0	0	0	5977.060289	0	0	45770.167417	0	0	0	0	0	0	0	11201.41973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8832.012083	0	91084.714102	0	0	0	0	0	0	10836.139194	23144.504556	0	0	0	0	0	0	0	0	0	2603.732602	0	0	0	0	0	0	0	0	0	284304.106737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2821.430188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106237.003765	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium_sp_CAG_38	0	0	0	0	28629.616939	0	0	0	0	0	0	104686.904643	0	0	95371.00879	0	0	0	0	292.911271	0	0	338871.430101	57404.885259	0	206562.976972	0	0	0	0	54290.034751	21661.754671	0	0	0	54409.74544	0	0	168588.288927	57206.406211	17705.189904	82499.846739	0	0	77009.813812	17494.450433	0	0	3123.439788	23828.983985	0	0	0	41103.080382	13364.582555	0	0	60723.66405	0	31584.873635	0	0	34168.877046	0	599.85629	14511.189704	41399.135777	23404.814121	0	0	587892.358799	8646.881036	92683.172602	1951.823995	12800.385934	89114.629513	392755.188919	0	0	0	0	29651.581694	0	0	16700.236722	74.945549	79384.39997	0	15916.810162	801.76209	3427.449552	68697.35432	0	7106.548561	0	71653.25431	347.109377	0	0	0	0	0	0	0	28554.554163	0	0	27811.004054	35746.203082	0	0	0	0	0	91888.058668	0	0	3296.251609	0	0	124323.375463	44648.888635	5924.10492	62485.532284	0	9136.847102	0	110024.299931	0	28657.953481	0	2662.730197	0	343543.482374	0	0	0	0	0	9041.618192	0	91185.292676	28597.051244	6380.149976	0	44621.483082	58514.675092	16214.638455	131936.330722	0	7530.968646	0	9381.432432	0	51413.81475	2124.6605	42531.354936	412763.896264	0	21599.407372	13285.288308	0	10560.307402	15912.868608	2885.418118	0	49520.878953	12551.972373	133351.453446	0	54057.409812	880.181399	29069.142134	1102.546004	27052.991777	134948.427313	0	136045.605274	727937.086452	14059.160506	109111.986729	0	32464.210523	0	1206.939561	1955.663446	0	492.664718	0	0	125197.182696	0	0	213845.440262	202015.10759	89756.055864	3691.357494	440710.890707	0	0	13451.642825	0	31554.110234	0	0	0	0	49623.521517	369320.794654	130791.378418	55663.403286	0	0	34073.339411	0	0	29619.80407	0	39553.900978	14307.460259	0	406076.091212	0	0	0	52122.746512	163184.081013	12281.470269	0	32400.698405	0	0	0	9529.425922
Eubacterium_sp_OM08_24	0	0	1303.300044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128.823709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353477.981134	0	0	0	0	2984.560824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	697.569413	0	587.259486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	929.471134	0	267.314342	0	0	4990.214654	17130.929638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125.504113	0	0	0	0	0	0	0	0	0	690.096424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384.71838	0	0	0	0	0	0	0	0	0	0	0	10929.210794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22773.827222	0	0	0	0	0	0
Eubacterium_ventriosum	0	0	0	0	0	0	0	0	0	0	4940.775876	0	0	0	1210.131143	0	2440.552569	41666.508036	0	0	0	0	0	0	0	47061.598796	0	0	0	0	0	4980.531334	10575.434835	0	0	0	0	0	0	0	0	16991.06247	0	0	3957.380936	0	0	0	0	0	0	0	0	0	972.775515	0	0	2186.051906	0	5407.055188	0	0	0	0	0	0	0	0	3945.72257	0	0	1462.997446	0	141.468557	0	0	19557.574257	0	0	0	0	0	0	0	0	0	0	0	6040.749514	0	4609.539908	1043.357371	0	0	0	0	0	0	0	0	0	0	0	862.610246	0	0	0	0	0	0	0	0	0	3850.966321	0	0	0	0	0	0	0	0	0	0	2871.487947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24276.420892	0	0	0	52895.424829	14394.58848	0	0	0	5747.517893	0	0	0	1218.490888	0	27036.841248	0	0	36902.009599	0	0	0	0	0	0	24521.802323	0	334.149287	0	34392.916057	0	0	0	0	192.269704	0	0	0	2847.5077	0	0	0	3521.844553	11145.262548	5061.481734	0	1721.50505	0	0	0	0	49369.64682	26952.27476	0	0	25251.454316	0	4408.504479	0	0	0	0	0	0	0	0	0	0	0	0	29693.359398	0	2070.577818	0	0	0	0	0	0	0	0	0	0	0	0	0	78718.39135	0	0	24325.360004	0
Pseudoramibacter_alactolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3650.709301	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerosporobacter_mobilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461.540104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerostipes_caccae	0	0	0	0	0	0	0	5521.196223	0	0	0	21298.949364	0	0	0	0	0	0	0	0	0	0	17094.463567	0	0	455.949246	2582.546795	0	0	0	0	0	0	0	0	0	0	0	0	9183.577709	0	0	2121.423538	0	0	0	0	0	0	650.611733	0	547.024955	8356.877168	0	0	326.640562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234.677415	0	0	0	0	0	0	0	0	0	0	56905.530658	0	0	0	0	0	0	0	0	107964.298962	0	0	0	0	1562.995269	0	257.097873	0	0	0	31016.221672	1094.674799	0	0	0	2751.151162	0	0	0	0	0	0	0	0	64135.812561	0	0	0	0	0	0	0	5089.611912	0	0	77959.6547	0	0	0	0	0	0	0	0	1119.998209	0	596.173313	0	0	22133.323858	0	0	0	0	0	551.77394	0	0	0	18832.12345	0	0	0	0	0	3110.131898	0	0	0	0	81224.730342	20157.095147	0	0	0	0	9352.295338	0	0	200343.102062	0	781.594815	0	42773.771495	0	0	0	0	0	0	0	0	0	0	0	0	8050.677761	0	0	0	0	0	90840.44025	0	0	0	0	16781.531554	7974.128147	50258.858239	235824.204974	0	0	0	0	0	0	2610.195274	0	0	0	0	2114.701442	0	0	447051.770568	0	2052.998502	0	0	0	0	0	0	0	0	0	0	0
Anaerostipes_hadrus	0	269791.931696	0	10817.609242	68915.477576	115578.636413	156956.081365	265178.633664	0	5386.662947	53341.51788	0	463566.813523	944832.270304	144372.266748	104176.383975	67504.221057	134922.42027	256774.879645	4362.50829	283769.657803	0	181519.879521	197671.085064	0	67392.892277	783104.11179	556520.537242	109631.703762	485398.26825	179852.942523	21535.71266	250767.318214	679633.074343	205192.492615	119099.21724	736025.161226	553481.203041	529243.200412	0	292661.317699	168899.808402	0	445785.051881	109324.223748	0	336358.850253	611102.039706	208211.203016	9622.205107	30513.390055	506952.417325	0	240036.318927	90644.248917	0	696884.814037	38530.909773	154266.866375	5708.959414	27327.480543	176969.95202	196643.513553	279191.291717	0	440988.984454	46794.13207	0	6095.388637	207185.677841	1697.961444	51339.987095	133303.262497	9375.607557	9719.831702	0	65243.237323	141613.997383	0	111821.787723	127961.571375	829299.62687	66347.767665	50594.71356	0	0	19207.875503	0	70955.945538	45139.9412	19644.749272	24079.335627	3858.473586	0	0	181072.84383	422102.722123	41888.525666	0	0	235140.661508	423800.133853	0	177842.762779	57818.624233	0	336251.699744	123013.399226	522885.864442	79407.607013	16084.340884	48387.316578	23261.490252	456311.603474	1388.400323	0	2993.977438	230706.069566	57885.530775	0	7438.487131	37760.059685	339430.607865	65293.230263	222949.696213	5165.447808	1346653.561708	274662.779632	0	18815.285782	0	518358.451759	985444.078087	142018.169798	392666.290842	218608.729422	236183.661653	1141617.793796	117566.809716	23115.065071	82395.986893	532750.993024	140785.483046	260988.943094	0	463380.005508	459797.512899	356833.927838	277959.503549	4288.654379	336537.365216	0	127184.156492	1315110.22012	0	166619.717244	74962.671336	448990.36491	464162.908401	261882.798757	67340.467205	282875.384109	40359.037413	2346.937632	2727653.440415	264.349071	73075.217457	230144.036316	48407.088038	69765.735932	281652.798232	0	100785.754751	881259.707842	0	233214.539415	0	143936.05811	0	61850.916886	119936.879586	141570.991799	81625.431212	79417.4958	28797.494786	157763.452747	232312.049253	83303.121383	769493.183537	582902.334046	977779.649983	0	0	1091206.539404	111183.83379	52186.687901	48074.128056	353949.890736	110564.495211	117165.808093	396958.937253	300272.00279	0	290614.117505	0	0	0	57193.606497	53318.124795	529478.906907	3026.458243	209703.576955	0	416584.144916	41049.529823	79694.800705	370906.004325	657557.435759	0	66847.171019	0	0	167342.406125	365579.294233	801639.729677	177701.347554	0	376719.323338	370280.859973	95731.990159	656596.859803	0	63642.545141	400459.87094
Anaerostipes_sp_494a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95128.834246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerotignum_lactatifermentans	0	0	0	3245.014479	0	0	0	0	0	0	0	0	19181.215025	34199.937144	70193.641884	242277.277815	0	0	0	0	0	0	63781.406161	0	3389.65066	0	0	350125.514431	0	0	0	0	0	23562.775413	51735.408335	0	37951.733722	0	110144.917696	49150.792109	0	0	0	12072.324496	2819.948995	1395.425	9234.079738	22515.199857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59034.200608	4567.182805	0	0	0	0	0	0	0	19288.126548	3636.465191	0	0	0	0	0	28221.297875	5992.3461	0	2902.022564	33673.09482	2238.061408	0	0	0	0	0	0	0	0	105964.810001	0	205187.864076	0	0	0	0	8195.421443	14460.706552	0	0	8817.365748	0	0	0	7395.321126	11686.82629	2951.131949	33482.213915	0	0	3575.804589	0	3597.217616	0	0	0	0	0	0	0	0	67320.55733	0	128394.117009	0	38237.017186	0	0	0	0	0	49472.255182	0	100072.02441	0	34163.252625	12587.734969	0	5876.983	0	4651.570601	0	0	0	0	0	60.403583	25572.98231	0	0	26974.08176	114420.2486	0	0	0	81380.267955	0	38951.346216	0	0	5902.074547	9025.084105	0	0	0	0	0	0	125324.290036	0	0	0	8903.165984	35612.22344	0	0	0	0	0	11197.284068	0	0	0	0	0	32154.765775	0	0	11975.778845	35234.474707	0	42848.55648	0	0	20005.806285	0	0	4925.953711	0	0	0	0	26518.549356	0	34316.52267	13480.84378	6844.933216	1267.58072	0	123817.6493	0	0	0	0	0	0	0	0	74630.148454	0	0	0	0	22237.360778	683.939521	50421.432404	0	0	59304.255836	0	0
