Id,Label,PD-associated,Degree in PD,Cluster in PD,Degree in NHC,Cluster in NHC
Roseburia_sp_CAG_182,Roseburia_sp_CAG_182,Not_tested,0,none,1,2
Roseburia_sp_CAG_303,Roseburia_sp_CAG_303,Not_tested,0,none,3,14
Roseburia_sp_CAG_309,Roseburia_sp_CAG_309,No,1,10,3,14
Roseburia_sp_CAG_471,Roseburia_sp_CAG_471,No,14,13,26,8
Rothia_dentocariosa,Rothia_dentocariosa,No,13,2,24,3
Rothia_mucilaginosa,Rothia_mucilaginosa,Yes_Decreased,14,2,18,3
Ruminococcaceae_bacterium_D16,Ruminococcaceae_bacterium_D16,No,0,none,1,2
Ruminococcaceae_bacterium_D5,Ruminococcaceae_bacterium_D5,Yes_Increased,26,10,7,6
Ruminococcus_bicirculans,Ruminococcus_bicirculans,Yes_Decreased,33,13,20,8
Ruminococcus_bromii,Ruminococcus_bromii,No,6,13,42,8
Ruminococcus_callidus,Ruminococcus_callidus,Yes_Decreased,0,none,0,none
Ruminococcus_champanellensis,Ruminococcus_champanellensis,Not_tested,0,none,0,none
Ruminococcus_gnavus,Ruminococcus_gnavus,No,41,10,69,8
Ruminococcus_lactaris,Ruminococcus_lactaris,Yes_Decreased,12,13,10,8
Ruminococcus_obeum_CAG_39,Ruminococcus_obeum_CAG_39,Not_tested,0,none,0,none
Ruminococcus_sp_CAG_330,Ruminococcus_sp_CAG_330,Not_tested,0,none,2,14
Ruminococcus_sp_CAG_403,Ruminococcus_sp_CAG_403,Not_tested,0,none,4,14
Ruminococcus_sp_CAG_488,Ruminococcus_sp_CAG_488,Not_tested,0,none,1,13
Ruminococcus_sp_CAG_563,Ruminococcus_sp_CAG_563,Not_tested,0,none,2,14
Ruminococcus_sp_CAG_624,Ruminococcus_sp_CAG_624,Not_tested,0,none,5,14
Ruminococcus_torques,Ruminococcus_torques,No,39,13,60,8
Ruthenibacterium_lactatiformans,Ruthenibacterium_lactatiformans,Yes_Increased,25,10,34,17
Saccharomyces_cerevisiae,Saccharomyces_cerevisiae,Not_tested,0,none,2,17
Sanguibacteroides_justesenii,Sanguibacteroides_justesenii,Not_tested,0,none,0,none
Scardovia_inopinata,Scardovia_inopinata,Not_tested,0,none,5,3
Scardovia_wiggsiae,Scardovia_wiggsiae,Yes_Increased,4,2,2,3
Sellimonas_intestinalis,Sellimonas_intestinalis,No,38,10,50,8
Serratia_marcescens,Serratia_marcescens,Not_tested,0,none,0,none
Serratia_ureilytica,Serratia_ureilytica,Not_tested,0,none,0,none
Sharpea_azabuensis,Sharpea_azabuensis,Not_tested,0,none,0,none
Shuttleworthia_satelles,Shuttleworthia_satelles,Not_tested,0,none,0,none
Slackia_exigua,Slackia_exigua,Not_tested,0,none,0,none
Slackia_isoflavoniconvertens,Slackia_isoflavoniconvertens,No,8,10,25,8
Sneathia_amnii,Sneathia_amnii,Not_tested,0,none,0,none
Solobacterium_moorei,Solobacterium_moorei,Not_tested,0,none,0,none
Staphylococcus_argenteus,Staphylococcus_argenteus,Not_tested,0,none,0,none
Staphylococcus_aureus,Staphylococcus_aureus,Not_tested,0,none,0,none
Staphylococcus_epidermidis,Staphylococcus_epidermidis,Not_tested,0,none,2,19
Staphylococcus_haemolyticus,Staphylococcus_haemolyticus,Not_tested,0,none,0,none
Stenotrophomonas_acidaminiphila,Stenotrophomonas_acidaminiphila,Not_tested,0,none,0,none
Stenotrophomonas_maltophilia,Stenotrophomonas_maltophilia,Not_tested,0,none,0,none
Stenotrophomonas_rhizophila,Stenotrophomonas_rhizophila,Not_tested,0,none,0,none
Stomatobaculum_longum,Stomatobaculum_longum,Not_tested,0,none,0,none
Streptococcus_agalactiae,Streptococcus_agalactiae,Not_tested,0,none,8,19
Streptococcus_anginosus_group,Streptococcus_anginosus_group,Yes_Increased,10,2,17,3
Streptococcus_australis,Streptococcus_australis,Yes_Decreased,7,2,10,3
Streptococcus_cristatus,Streptococcus_cristatus,Not_tested,2,2,1,3
Streptococcus_downei,Streptococcus_downei,Not_tested,0,none,2,15
Streptococcus_gallolyticus,Streptococcus_gallolyticus,Not_tested,0,none,0,none
Streptococcus_gordonii,Streptococcus_gordonii,No,13,2,18,3
Streptococcus_infantarius,Streptococcus_infantarius,Not_tested,0,none,0,none
Streptococcus_infantis,Streptococcus_infantis,Yes_Decreased,4,2,17,3
Streptococcus_lutetiensis,Streptococcus_lutetiensis,Yes_Increased,3,8,5,3
Streptococcus_macedonicus,Streptococcus_macedonicus,Not_tested,0,none,0,none
Streptococcus_milleri,Streptococcus_milleri,Not_tested,0,none,0,none
Streptococcus_mitis,Streptococcus_mitis,Yes_Decreased,7,2,17,3
Streptococcus_mutans,Streptococcus_mutans,Yes_Increased,13,2,17,3
Streptococcus_oralis,Streptococcus_oralis,No,9,2,18,3
Streptococcus_parasanguinis,Streptococcus_parasanguinis,No,18,2,19,3
Streptococcus_pasteurianus,Streptococcus_pasteurianus,Not_tested,6,8,4,17
Streptococcus_salivarius,Streptococcus_salivarius,No,15,2,18,3
Streptococcus_salivarius_CAG_79,Streptococcus_salivarius_CAG_79,Not_tested,0,none,0,none
Streptococcus_sanguinis,Streptococcus_sanguinis,No,3,2,13,3
Streptococcus_sobrinus,Streptococcus_sobrinus,Not_tested,2,2,1,14
Streptococcus_sp_A12,Streptococcus_sp_A12,Yes_Decreased,2,2,3,3
Streptococcus_sp_F0442,Streptococcus_sp_F0442,Not_tested,0,none,4,3
Streptococcus_sp_HMSC071D03,Streptococcus_sp_HMSC071D03,Not_tested,0,none,3,14
Streptococcus_sp_HPH0090,Streptococcus_sp_HPH0090,Not_tested,0,none,0,none
Streptococcus_thermophilus,Streptococcus_thermophilus,No,1,4,7,3
Streptococcus_vestibularis,Streptococcus_vestibularis,Yes_Increased,15,2,20,3
Streptococcus_viridans,Streptococcus_viridans,Not_tested,0,none,1,17
Subdoligranulum_variabile,Subdoligranulum_variabile,Not_tested,0,none,0,none
Succinatimonas_hippei,Succinatimonas_hippei,Not_tested,0,none,1,18
Sutterella_parvirubra,Sutterella_parvirubra,No,1,3,7,15
Terrisporobacter_othiniensis,Terrisporobacter_othiniensis,Not_tested,0,none,0,none
Trichococcus_flocculiformis,Trichococcus_flocculiformis,Not_tested,0,none,0,none
Trueperella_bernardiae,Trueperella_bernardiae,Not_tested,0,none,0,none
Turicibacter_sanguinis,Turicibacter_sanguinis,Yes_Increased,3,12,4,19
Turicimonas_muris,Turicimonas_muris,No,3,1,2,2
Tyzzerella_nexilis,Tyzzerella_nexilis,No,0,none,8,19
Tyzzerella_sp_An114,Tyzzerella_sp_An114,Not_tested,0,none,0,none
Varibaculum_cambriense,Varibaculum_cambriense,Not_tested,10,17,0,none
Veillonella_atypica,Veillonella_atypica,No,9,12,16,3
Veillonella_dispar,Veillonella_dispar,Yes_Decreased,8,12,8,3
Veillonella_infantium,Veillonella_infantium,No,5,12,8,3
Veillonella_parvula,Veillonella_parvula,No,7,12,13,3
Veillonella_rogosae,Veillonella_rogosae,Not_tested,0,none,0,none
Veillonella_seminalis,Veillonella_seminalis,Not_tested,0,none,3,19
Veillonella_sp_CAG_933,Veillonella_sp_CAG_933,Not_tested,0,none,6,17
Veillonella_sp_T11011_6,Veillonella_sp_T11011_6,Not_tested,5,12,1,3
Veillonella_tobetsuensis,Veillonella_tobetsuensis,Not_tested,0,none,2,14
Victivallis_vadensis,Victivallis_vadensis,Not_tested,0,none,0,none
Weeksella_virosa,Weeksella_virosa,Not_tested,5,24,0,none
Weissella_cibaria,Weissella_cibaria,Not_tested,0,none,5,19
Weissella_confusa,Weissella_confusa,Not_tested,0,none,7,19
Weissella_viridescens,Weissella_viridescens,Not_tested,0,none,0,none
